GCVS,STAR,CONST.,RA(2000),DEC,Type,V [mag],P [days],Spec
770101,BX    ,Sex,10h 22m 17.6s, -6o 37'  7",EA  ,12.95,   0.424302   ,              
770103,BZ    ,Sex,10h 30m 19.0s,  2o 39' 30",EW  ,13.25,   0.3216663  ,              
770104,CC    ,Sex,10h 32m 27.5s, -6o 47' 35",EA  ,12.9 ,   4.699646   ,              
770105,CD    ,Sex,10h 39m 22.7s,  1o 35' 35",EW  ,13.1 ,   0.268870   ,              
770106,CE    ,Sex,10h 43m 19.0s, -2o 45' 57",EA  ,11.4 ,   1.919257   ,              
770110,CI    ,Sex, 9h 42m 25.0s,-10o 40' 33",EW  ,12.90,   0.275425   ,              
770112,CL    ,Sex, 9h 49m 29.1s,  5o 46'  8",EW  ,11.20,   0.381118   ,              
770116,CP    ,Sex,10h  3m 29.4s, -3o  0' 47",EW  ,11.18,   0.339617   ,              
780015,RW    ,Tau, 4h  3m 54.3s, 28o  7' 33",EA/S, 7.98,   2.7688356  ,B8Ve+K0IV     
780018,RZ    ,Tau, 4h 36m 37.7s, 18o 45' 17",EW/K,10.08,   0.4156747  ,A7V+A7V       
780022,SV    ,Tau, 5h 52m  8.2s, 28o  6' 40",EA/S, 9.68,   2.1669051  ,B9+A0         
780032,TY    ,Tau, 4h 34m 43.3s, 15o 15' 54",EA  ,11.5 ,   1.0773555  ,K0V           
780047,WY    ,Tau, 5h 56m 26.1s, 26o 18' 40",EW/K,11.14,   0.6927584  ,B9            
780057,AC    ,Tau, 4h 37m  6.4s,  1o 41' 31",EA/S,10.3 ,   2.043356   ,F0            
780062,AH    ,Tau, 3h 47m 12.0s, 25o  6' 59",EW/K,11.25,   0.3326754  ,G1p           
780065,AL    ,Tau, 5h 33m 54.8s, 26o  1'  1",EA  ,12.9 ,   0.930658   ,F0-F8         
780066,AM    ,Tau, 5h 52m 21.4s, 16o 17'  0",EA/S,10.4 ,   2.043926   ,B8            
780067,AN    ,Tau, 3h 56m 11.4s, 29o 31' 22",EB/D,10.3 ,   1.61464    ,A3            
780069,AP    ,Tau, 4h 54m 44.7s, 26o 55' 27",EA  ,14.0 ,   0.9719728  ,              
780070,AQ    ,Tau, 4h 55m 58.0s, 27o 53' 28",EA/S,12.0 ,   1.215904   ,A-F           
780072,AS    ,Tau, 5h 14m 28.5s, 27o 43' 24",EA/S,12.4 ,   3.483328   ,              
780091,BN    ,Tau, 4h 15m 44.9s, 30o 40'  8",EA/S,12.7 ,   4.25426    ,              
780099,BV    ,Tau, 5h 38m 34.7s, 22o 54' 44",EB/K,11.7 ,   0.93044    ,B9            
780104,CC    ,Tau, 4h 42m 54.0s,  1o 59' 14",E   ,13.5 ,              ,              
780105,CD    ,Tau, 5h 17m 31.1s, 20o  7' 54",EA/D, 6.77,   3.435137   ,F7V+F5IV      
780107,CF    ,Tau, 4h  5m 10.1s, 22o 29' 48",EA/D,10.03,   2.75589    ,G0            
780118,CR    ,Tau, 5h 51m 28.9s, 24o  3' 30",EA  ,12.5 ,   0.681346   ,              
780120,CT    ,Tau, 5h 58m 50.1s, 27o  4' 41",EW/K,10.34,   0.6668303  ,B2n           
780121,CU    ,Tau, 3h 47m 36.9s, 25o 23' 15",EW/K,11.5 ,   0.41222    ,G0            
780142,DT    ,Tau, 5h 28m 47.2s, 16o  8' 32",EA/S,15.0 ,   1.88225    ,              
780157,EN    ,Tau, 5h 56m 43.5s, 25o 14' 18",EA/S,11.4 ,   1.239029   ,G0-G2         
780158,EO    ,Tau, 6h  0m 17.3s, 23o 54' 39",EA  ,13.6 ,   3.9874     ,              
780160,EQ    ,Tau, 3h 48m 13.4s, 22o 18' 50",EW/K,10.5 ,   0.34134848 ,G2            
780163,ET    ,Tau, 5h 37m 40.8s, 27o 16' 16",EA/S, 9.1 ,   5.996879   ,B8            
780166,EW    ,Tau, 5h 51m 35.2s, 16o  1' 57",EA/D,11.7 ,   5.26934    ,A-F           
780199,GQ    ,Tau, 5h 41m 34.9s, 25o 59' 53",EA/S,11.2 ,   1.5317673  ,B9            
780200,GR    ,Tau, 4h  1m  3.2s, 20o 24' 50",EB/S,10.26,   0.4298525  ,A4-5V+K5V     
780205,GW    ,Tau, 4h 30m  9.5s, 25o 32' 27",EB/K,11.2 ,   0.6413291  ,A3            
780213,HM    ,Tau, 4h 32m 46.1s, 30o 30' 59",EA/D,15.2 ,   2.589595   ,              
780221,HU    ,Tau, 4h 38m 15.8s, 20o 41'  5",EA/S, 5.85,   2.0562997  ,B8V           
780225,HY    ,Tau, 5h 43m 22.4s, 19o 24'  5",EA  ,12.4 ,   3.01682    ,              
780229,IL    ,Tau, 4h  7m 13.9s, 29o 18' 32",EA/S,12.4 ,   5.36062    ,              
780239,IV    ,Tau, 4h 39m 32.6s, 28o 24' 32",EA/S,14.4 ,   0.979811   ,              
780407,V0407 ,Tau, 4h 10m 58.4s, 26o 18' 21",EA/S,13.5 ,   2.051133   ,              
780424,V0424 ,Tau, 5h 54m 52.1s, 26o 48' 23",EA  ,15.0 ,   2.33368    ,              
780471,V0471 ,Tau, 3h 50m 25.0s, 17o 14' 47",EA/D, 9.40,   0.52118301 ,K0Vea+DA      
780618,V0618 ,Tau, 3h 43m  5.0s, 25o 44' 35",UV  ,15.9 ,              ,              
780723,V0723 ,Tau, 5h  6m 46.2s, 28o 35' 23",EA/S,14.5 ,   2.825489   ,              
780781,V0781 ,Tau, 5h 50m 13.1s, 26o 57' 43",EW/K, 8.9 ,   0.3449100  ,G0            
780818,V0818 ,Tau, 4h 17m 38.9s, 16o 56' 52",E/RS, 8.30,              ,              
781022,V1022 ,Tau, 4h  7m 27.4s, 27o 51'  6",EW/K,14.45,              ,              
781061,V1061 ,Tau, 4h 58m 52.8s, 24o 29' 44",EB/K, 7.95,              ,              
781094,V1094 ,Tau, 4h 12m  3.6s, 21o 56' 50",EA  , 8.95,              ,              
781112,V1112 ,Tau, 4h 34m 24.8s,  8o 22'  1",EW  ,13.1 ,              ,              
781121,V1121 ,Tau, 3h 24m 15.5s,  1o 21' 24",EB  , 8.46,              ,              
781123,V1123 ,Tau, 3h 34m 58.5s, 17o 42' 38",EW  , 9.87,              ,              
781128,V1128 ,Tau, 3h 49m 27.8s, 12o 54' 43",EW  , 9.65,              ,              
781130,V1130 ,Tau, 3h 50m 41.9s,  1o 33' 50",EB  , 6.65,              ,              
781154,V1154 ,Tau, 5h  5m 37.7s, 23o  3' 39",E   , 6.71,              ,              
781188,V1188 ,Tau, 3h 45m 36.0s, 24o 30'  0",EW  ,11.85,              ,              
781220,V1220 ,Tau, 3h 28m  9.6s, -1o 18'  5",EB  ,11.9 ,   1.06425    ,              
781222,V1222 ,Tau, 3h 28m 25.8s,  9o  4' 24",EW  ,13.28,   0.29172    ,              
781223,V1223 ,Tau, 3h 29m 14.7s,  9o 11' 20",EW  ,12.13,   0.44713    ,              
781229,V1229 ,Tau, 3h 47m 29.5s, 24o 17' 18",EA  , 6.84,   2.461134   ,A0V           
781230,V1230 ,Tau, 3h 53m  6.0s, 10o 26' 45",EW  ,14.28,   0.35240    ,              
781234,V1234 ,Tau, 4h 29m 25.0s,  9o  5' 30",EW  ,12.6 ,   0.38786    ,              
781236,V1236 ,Tau, 5h 16m 28.8s, 26o  7' 38",EA  ,18.1 ,   1.29395    ,K+L           
781237,V1237 ,Tau, 5h 26m 21.1s, 24o 49' 50",EW  ,14.03,   0.287449   ,G             
781238,V1238 ,Tau, 5h 42m 14.6s, 22o 22' 17",EW  , 8.50,   1.121730   ,A0            
781239,V1239 ,Tau, 5h 50m 25.9s, 26o 56' 50",EA  ,10.66,   1.084820   ,              
781241,V1241 ,Tau, 3h 24m 23.3s,  0o 42' 14",EA/S, 9.38,   0.82327038 ,A7+F6V        
781242,V1242 ,Tau, 3h 41m 26.7s, 30o  4'  9",EA  ,13.92,   1.84755    ,              
781249,V1249 ,Tau, 4h 36m 48.2s,  6o 57'  5",EA  ,13.32,   1.188245   ,              
781250,V1250 ,Tau, 4h 38m 25.8s, 23o 53' 42",EA  ,12.55,   2.044093   ,              
781260,V1260 ,Tau, 5h 39m  3.9s, 25o 36' 10",EA  ,10.15,   5.43077    ,A3m           
781268,V1268 ,Tau, 3h 40m 38.8s, 28o 46' 24",EA  , 7.42,   8.161235   ,A1V           
781284,V1284 ,Tau, 3h 51m 26.2s, 17o 15' 35",EW  ,14.55,   0.350461   ,              
781287,V1287 ,Tau, 3h 53m  7.4s, 25o 32'  7",EA  , 8.53,  13.0620     ,A0            
781295,V1295 ,Tau, 4h  2m 59.3s, 27o 18' 55",EA  ,11.27,   2.09160    ,G5            
781332,V1332 ,Tau, 4h 43m 41.3s, 22o 53' 37",EW  ,11.58,   0.2718255  ,              
781352,V1352 ,Tau, 4h 56m 31.3s, 24o 26' 48",EA  ,12.60,   6.9098     ,              
781355,V1355 ,Tau, 5h  2m  6.8s, 24o 27' 39",EW  ,13.6 ,   0.24467    ,              
781356,V1356 ,Tau, 5h  4m 44.2s, 22o 17'  8",EA  ,10.86,  12.8075     ,F8            
781367,V1367 ,Tau, 5h 30m 19.1s, 23o 51' 26",EW  ,10.81,   0.347678   ,              
781369,V1369 ,Tau, 5h 32m 24.0s, 21o 41' 10",EA  ,12.35,   1.35567    ,              
781370,V1370 ,Tau, 5h 32m 48.8s, 19o  2'  3",EW  ,10.9 ,   0.295523   ,              
781374,V1374 ,Tau, 5h 48m  3.8s, 28o 30' 47",EB/R,13.6 ,   0.2508621  ,M3Ve          
781375,V1375 ,Tau, 3h 26m 12.2s,  9o 49'  7",EW  ,11.95,   0.390193   ,              
781377,V1377 ,Tau, 3h 39m 59.0s,  3o 14' 30",EW  ,11.30,   0.282709   ,K2            
781378,V1378 ,Tau, 3h 44m 18.7s, 14o 39' 20",EW  ,12.1 ,   0.619829   ,              
781379,V1379 ,Tau, 3h 45m 34.8s, 19o 26' 18",EW  ,13.1 ,   0.373531   ,              
781382,V1382 ,Tau, 3h 51m 57.0s,  9o 41' 29",EW  ,11.75,   0.443032   ,              
781383,V1383 ,Tau, 3h 52m  4.1s, 14o 17' 15",EA  ,12.95,   0.350640   ,              
781385,V1385 ,Tau, 3h 54m 25.2s, 12o  4'  7",EW  ,11.25,   0.404864   ,G5            
781386,V1386 ,Tau, 3h 55m 46.3s,  7o  8' 16",EW  ,12.9 ,   0.375659   ,              
781387,V1387 ,Tau, 4h  0m 28.0s,  4o 21' 44",EW  ,12.55,   0.309157   ,              
781388,V1388 ,Tau, 4h  4m 30.0s,  9o 35'  6",EW  ,13.2 ,   0.386760   ,              
781391,V1391 ,Tau, 4h 19m 55.8s,  1o 49' 28",EW  ,13.33,   0.3004160  ,              
781393,V1393 ,Tau, 4h 29m  4.0s, 14o 15' 46",EW  ,13.2 ,   0.247389   ,              
781394,V1394 ,Tau, 4h 30m 30.5s, 19o 38' 12",EA  ,11.7 ,   0.85191    ,              
781395,V1395 ,Tau, 4h 34m 13.8s, 28o 11' 37",EA  ,11.95,   1.870965   ,              
781396,V1396 ,Tau, 4h 35m 24.0s, 19o  8' 19",EW  ,13.1 ,   0.357151   ,              
781400,V1400 ,Tau, 4h 47m 49.1s, 23o 13' 42",EW  ,11.64,   0.316249   ,              
781406,V1406 ,Tau, 4h 57m 44.4s, 21o  9' 52",EB  ,13.1 ,   0.488451   ,              
781408,V1408 ,Tau, 5h 25m  5.3s, 19o 16' 38",EW  ,12.05,   0.365438   ,              
781409,V1409 ,Tau, 5h 32m 22.3s, 25o 21'  7",EW  ,10.15,   0.307363   ,G7            
781411,V1411 ,Tau, 5h 44m 32.0s, 13o  5' 35",EW  ,12.5 ,   0.300141   ,              
781419,V1419 ,Tau, 3h 44m 40.0s,  3o  4' 25",EW  ,13.70,   0.2298772  ,              
789011,lam   ,Tau, 4h  0m 40.8s, 12o 29' 25",EA/D, 3.37,   3.9529478  ,B3V+A4IV      
789011,lam   ,Tau, 4h  0m 40.8s, 12o 29' 25",EA/D, 3.37,   3.9529478  ,B3V+A4IV      
789014,ksi   ,Tau, 3h 27m 10.1s,  9o 43' 57",E   , 3.70,              ,              
790014,RV    ,Tel,18h 43m 37.4s,-51o 37' 49",EA  ,10.3 ,   8.328119   ,A2/3III/IV    
790056,AB    ,Tel,18h 37m 35.3s,-50o 57' 36",EW  ,12.3 ,   0.326000   ,              
790089,BL    ,Tel,19h  6m 38.1s,-51o 25'  3",EA+S, 7.09, 778.3        ,F5Iab/b+M     
790207,GY    ,Tel,18h 55m 40.0s,-48o  5' 30",EB  ,11.43,   0.4460348  ,              
790215,HO    ,Tel,19h 51m 58.9s,-46o 51' 42",EA  , 8.22,   1.613101   ,A7III m       
790234,IQ    ,Tel,20h 19m 22.0s,-55o 48' 45",EB  ,12.1 ,   0.736550   ,              
790269,LU    ,Tel,18h 21m  8.3s,-46o 32' 56",EA  ,12.4 ,   1.57173    ,              
790291,NP    ,Tel,20h 24m 38.1s,-52o 44'  1",EB  ,12.7 ,   0.31593    ,              
790294,NS    ,Tel,19h 15m  7.8s,-53o 32' 39",EB  , 9.2 ,   1.3397     ,A5V           
790297,NV    ,Tel,18h 17m 31.0s,-48o 35' 54",EA  , 9.70,   3.544966   ,B9IV          
790333,QY    ,Tel,18h 40m 29.1s,-45o 44' 51",EA  , 9.58,   2.488926   ,F8            
790351,V0351 ,Tel,18h 44m  0.5s,-49o 20' 53",EA  ,10.05,   6.4478     ,A9IV          
790354,V0354 ,Tel,18h 27m 18.7s,-48o 32' 58",EA  ,11.54,   6.239810   ,              
790355,V0355 ,Tel,18h 29m 11.9s,-50o 58' 18",EA  ,12.02,   0.8386318  ,              
790356,V0356 ,Tel,18h 37m 18.6s,-51o 54' 32",EA  , 9.64,  23.1868     ,F2            
790357,V0357 ,Tel,18h 38m 36.2s,-48o 48' 26",EA  ,12.37,   2.76870    ,              
790358,V0358 ,Tel,18h 38m 36.4s,-53o 52' 28",EA  ,11.73,   1.727805   ,              
790359,V0359 ,Tel,18h 44m 23.7s,-46o 57' 27",EA  , 8.54,  19.2449     ,B9V           
790360,V0360 ,Tel,18h 49m 38.0s,-47o 47' 38",EA  ,11.78,   1.367523   ,              
790361,V0361 ,Tel,18h 52m 52.6s,-52o 10' 55",EA  ,12.34,   0.884832   ,              
790362,V0362 ,Tel,18h 54m  4.9s,-51o 30' 57",EA  , 9.67,   1.2112478  ,G3V           
790363,V0363 ,Tel,19h 10m 12.7s,-47o 42' 18",EA  ,11.36,   2.675232   ,              
790364,V0364 ,Tel,19h 39m 22.5s,-52o 37' 48",EA  ,11.32,  11.23437    ,              
790366,V0366 ,Tel,19h 44m  7.3s,-54o 38' 28",EA  ,12.76,   0.8446026  ,              
790368,V0368 ,Tel,19h 53m 49.9s,-50o  3' 29",EW  ,11.25,   0.286829   ,              
790401,V0401 ,Tel,18h 15m  5.4s,-54o 45' 11",EW  ,14.67,   0.3338947  ,              
790406,V0406 ,Tel,18h 17m  4.7s,-47o 32' 14",EA  ,13.45,   6.6304403  ,              
790409,V0409 ,Tel,18h 18m 12.8s,-55o 59' 44",RRC ,14.9 ,   0.3484417  ,              
790425,V0425 ,Tel,18h 25m  7.1s,-52o 49' 16",EW  ,15.25,   0.6318431  ,              
790426,V0426 ,Tel,18h 25m 18.8s,-53o  2' 51",EA  ,14.9 ,   0.6676267  ,              
790436,V0436 ,Tel,18h 31m 39.0s,-54o 52' 35",EA  ,14.54,   0.714441   ,              
790448,V0448 ,Tel,18h 36m  8.9s,-55o 35' 15",EW  ,14.93,   0.332223   ,              
790449,V0449 ,Tel,18h 36m 15.6s,-55o  5' 24",EA  ,15.5 ,   4.636234   ,              
790458,V0458 ,Tel,18h 40m  0.2s,-55o  4' 50",EB  ,14.95,   0.3862158  ,              
790461,V0461 ,Tel,18h 41m  9.2s,-55o 51' 20",EW  ,14.05,   0.2718111  ,              
790476,V0476 ,Tel,18h 47m 20.5s,-53o  3' 40",EW  ,14.3 ,   0.4571481  ,              
790481,V0481 ,Tel,18h 48m 17.5s,-55o 23' 40",EB  ,14.3 ,   0.4708132  ,              
800005,V     ,Tri, 1h 31m 47.1s, 30o 22'  1",EB/S,10.7 ,   0.5852057  ,A3            
800007,X     ,Tri, 2h  0m 33.7s, 27o 53' 19",EA/S, 8.55,   0.9715352  ,A5V+G0V       
800011,RS    ,Tri, 1h 34m 49.2s, 29o 35' 21",EA/D,10.27,   1.9089234  ,A5V           
800013,RU    ,Tri, 2h  0m 21.2s, 35o 17' 13",EA  ,11.6 ,   3.26818    ,G0            
800014,RV    ,Tri, 2h 13m 18.2s, 37o  1'  1",EA/S,11.5 ,   0.75366648 ,F9+K2         
800015,RW    ,Tri, 2h 25m 36.2s, 28o  5' 50",EA/W,12.50,   0.231883276,pec cont+e +M0
800019,SS    ,Tri, 2h 10m 26.3s, 31o 59' 26",EA  ,14.5 ,              ,              
800020,ST    ,Tri, 2h 41m 32.8s, 35o 43' 31",EB/S,14.3 ,   0.4790536  ,              
800027,TT    ,Tri, 1h 31m 59.9s, 29o 49' 22",E   ,14.7 ,              ,              
800032,TY    ,Tri, 2h  3m 27.7s, 32o 39' 57",E   ,11.2 ,              ,              
800041,VW    ,Tri, 2h  4m  2.9s, 32o 49' 33",EW/K,13.9 ,              ,              
800044,VZ    ,Tri, 2h 21m 29.9s, 31o 58' 46",EW/K,12.8 ,              ,              
800045,WW    ,Tri, 2h 23m 23.6s, 37o  1' 37",EA  ,12.2 ,              ,              
800064,AK    ,Tri, 2h 24m 38.9s, 33o 15' 58",EW  ,12.0 ,              ,              
800074,AU    ,Tri, 1h 40m 24.4s, 33o  0' 52",EA  ,14.1 ,   2.0582     ,              
800075,AV    ,Tri, 2h  8m  6.5s, 35o 23' 53",EB  ,11.90,   0.88198    ,              
800076,AW    ,Tri, 1h 31m 41.3s, 29o 41' 52",EW  ,13.4 ,   0.3882     ,              
800080,BB    ,Tri, 1h 34m 30.9s, 33o 15' 42",EW  ,14.0 ,   0.3924     ,              
800081,BC    ,Tri, 1h 35m 51.2s, 30o 19' 28",EW  ,11.9 ,   0.7078     ,              
800090,BM    ,Tri, 1h 53m 58.7s, 34o 15'  3",EW  ,13.0 ,   0.31781    ,              
800094,BQ    ,Tri, 2h  6m 47.3s, 33o 49' 41",EW  ,12.5 ,   0.4958     ,              
800098,BU    ,Tri, 2h 13m  1.5s, 37o  3' 25",EW  ,14.4 ,   0.295562   ,              
800099,BV    ,Tri, 2h 13m 32.0s, 37o  2' 36",EA  ,14.1 ,   0.494176   ,              
800101,BX    ,Tri, 2h 20m 50.8s, 33o 20' 47",EW  ,12.35,   0.192634   ,M             
800105,CD    ,Tri, 2h 24m 30.2s, 35o  8' 10",EB  ,12.14,   0.36907    ,              
800112,CL    ,Tri, 2h 29m 41.0s, 31o 59' 40",EA  ,11.7 ,   0.57877    ,              
800114,CN    ,Tri, 2h 32m 15.2s, 30o 16' 52",EW  ,12.0 ,   0.36706    ,              
800119,CS    ,Tri, 2h 38m 24.8s, 32o  7' 41",EW  ,11.15,   0.6633     ,              
800121,CU    ,Tri, 2h 40m  0.4s, 35o 18' 17",EA  ,12.25,   2.5785     ,              
810010,RR    ,TrA,16h 18m 22.7s,-62o 44' 14",EA/S,10.36,   0.71309172 ,B8            
810019,SS    ,TrA,15h 39m 21.6s,-60o 53' 38",EA/S,10.5 ,   1.72043    ,              
810027,TT    ,TrA,15h 49m 17.3s,-62o 56' 12",RR  ,12.5 ,              ,              
810048,WZ    ,TrA,16h  1m 38.6s,-65o  0' 24",E/SD,12.3 ,              ,              
810152,EH    ,TrA,16h 18m 33.8s,-69o 43' 57",EA/S,11.3 ,   3.83301    ,              
810155,EL    ,TrA,16h 13m 21.3s,-69o 58'  3",EB/K,10.8 ,   0.54550918 ,              
810156,EM    ,TrA,14h 56m 33.2s,-68o  8' 35",EB/K,10.1 ,   1.03026    ,              
810158,EO    ,TrA,15h 49m 13.3s,-64o 18' 47",EA/S,11.4 ,   2.141744   ,              
810159,EP    ,TrA,15h 49m 26.2s,-64o 15' 57",EA/D, 9.4 ,   2.14165    ,B9III         
810160,EQ    ,TrA,16h 10m  0.0s,-66o  9' 30",EA/D, 8.9 ,   2.709149   ,F3V           
810196,GN    ,TrA,15h 48m 59.2s,-66o 44' 29",EA/K,11.7 ,   0.614605   ,              
810199,GQ    ,TrA,16h 21m 20.0s,-65o 51' 48",EA/S, 9.89,   2.33947    ,A3V           
810216,HP    ,TrA,15h 26m  6.5s,-63o 25' 37",E   , 8.2 ,   2.75815    ,B5III         
810240,IW    ,TrA,16h 44m 15.6s,-62o 34' 21",EW /,14.2 ,   0.3146     ,              
810276,MN    ,TrA,15h 58m 28.3s,-62o  3' 37",EA  , 8.50,              ,              
810278,MP    ,TrA,16h  1m 53.0s,-64o 24'  0",E   , 7.76,              ,              
810280,MR    ,TrA,16h 24m 36.3s,-65o 43' 18",ACV , 8.71,              ,              
810295,NT    ,TrA,15h 40m 51.2s,-61o 43' 43",EA  , 9.20,   3.2300     ,B9IV          
810296,NU    ,TrA,16h 39m  9.4s,-69o 24' 25",EA  ,11.72,   1.92834    ,              
810297,NV    ,TrA,16h 40m  5.6s,-62o 55' 56",EA  , 9.17,   7.9935     ,A2mA3-A7      
810336,V0336 ,TrA,15h 59m  6.4s,-63o 17' 49",EW  ,10.46,   0.266768   ,K1Ve          
820005,V     ,Tuc, 0h 51m 46.6s,-71o 59' 53",EA/S,10.60,   0.87091649 ,B9/A2 IV      
820057,AC    ,Tuc,23h 38m  2.6s,-59o 26' 28",EA/S,11.5 ,   1.265829   ,              
820067,AN    ,Tuc,23h 30m 22.3s,-58o 25' 34",EA/S,10.2 ,   5.46093    ,A5III m       
820070,AQ    ,Tuc, 0h 17m 21.5s,-71o 54' 56",EW  , 9.91,   0.59484267 ,F3/5 +A       
820107,CF    ,Tuc, 0h 53m  7.8s,-74o 39'  5",EA/R, 7.44,   2.79765    ,F8V+K1IV      
820121,CU    ,Tuc, 0h 37m 13.4s,-63o 49' 12",EA  , 9.99,              ,              
820123,CW    ,Tuc, 0h 48m 43.2s,-61o 43' 42",ELL , 9.44,              ,              
820133,DK    ,Tuc,22h 27m 21.2s,-58o  0'  2",E   , 6.90,              ,              
820136,DN    ,Tuc,23h  7m 18.9s,-60o 52' 34",E   , 8.57,              ,              
820146,DX    ,Tuc,23h 57m 21.5s,-64o 14' 35",EW  , 9.63,              ,              
820153,EI    ,Tuc,22h 29m 12.5s,-56o 52' 11",EA  , 9.53,   3.64523    ,F0IV/V        
820154,EK    ,Tuc,22h 38m 51.8s,-60o 39'  8",EB  , 9.71,   1.23501    ,F6            
820155,EL    ,Tuc, 0h  1m  4.3s,-66o 57' 43",EW  ,14.5 ,   0.3372     ,              
820156,EM    ,Tuc, 0h  2m  1.7s,-66o 53' 18",EW  ,12.05,   0.326576   ,              
820157,EN    ,Tuc, 0h 34m 53.4s,-68o 35' 48",EB  , 8.58,   2.88083    ,A0V           
830006,W     ,UMa, 9h 43m 45.5s, 55o 57'  9",EW/K, 7.75,   0.33363749 ,F8Vp+F8Vp     
830015,RW    ,UMa,11h 40m 46.3s, 51o 59' 53",EA/D,10.16,   7.328238   ,F9V+K1IV      
830030,TW    ,UMa,13h 40m 45.5s, 59o 25' 59",EA/S,12.2 ,   2.1668246  ,              
830031,TX    ,UMa,10h 45m 20.5s, 45o 33' 58",EA/S, 7.06,   3.0632382  ,B8V+G0III-IVea
830032,TY    ,UMa,12h  9m  2.5s, 56o  1' 54",EW/K,11.48,   0.354538609,F7+F0         
830037,UX    ,UMa,13h 36m 41.0s, 51o 54' 49",EA/W,12.57,   0.19667128 ,pec e         
830038,UY    ,UMa,13h 44m 36.8s, 55o 13' 18",EW/K,12.7 ,   0.376016   ,              
830040,VV    ,UMa, 9h 38m  6.7s, 56o  1'  7",EA/S,10.13,   0.687380   ,A2V           
830050,XY    ,UMa, 9h  9m 55.9s, 54o 29' 17",EB/D, 9.50,   0.478994587,G2V           
830051,XZ    ,UMa, 9h 31m 24.6s, 49o 28'  4",EA/S,10.1 ,   1.22232    ,A5+F9         
830054,ZZ    ,UMa,10h 30m  3.2s, 61o 48' 41",EA/D,10.1 ,   2.29926    ,F8            
830055,AA    ,UMa, 9h 46m 59.3s, 45o 45' 56",EW/K,10.88,   0.46812555 ,G0            
830057,AC    ,UMa, 8h 55m 54.1s, 64o 58' 15",EA/S,10.30,   6.854939   ,A2            
830060,AF    ,UMa,10h 24m  7.8s, 64o  7' 50",EA/S,10.8 ,   5.257555   ,A0            
830067,AN    ,UMa,11h  4m 25.6s, 45o  3' 13",E+XR,14.90,   0.0797522  ,pec e+cont    
830076,AW    ,UMa,11h 30m  4.3s, 29o 57' 52",EW/K, 6.83,   0.4387299  ,F0-F2         
830083,BE    ,UMa,11h 57m 44.8s, 48o 56' 18",EA/D,14.8 ,   2.2911665  ,DO+MVe        
830085,BG    ,UMa,13h 26m 44.0s, 56o 18' 33",ELL ,10.84,   0.669397   ,              
830090,BM    ,UMa,11h 11m 20.5s, 46o 25' 47",EW  ,13.8 ,   0.2712207  ,              
830094,BQ    ,UMa,11h 21m 30.0s, 44o 18' 34",EA/S,13.5 ,   2.321547   ,              
830096,BS    ,UMa,11h 25m 41.6s, 42o 34' 49",EA  ,13.7 ,   0.437016   ,              
830136,DN    ,UMa,11h 55m  5.8s, 46o 28' 36",EA  , 6.63,   1.730418   ,A3Vn          
830144,DV    ,UMa, 9h 46m 36.6s, 44o 46' 44",UG  ,14.  ,              ,              
830145,DW    ,UMa,10h 33m 52.9s, 58o 46' 54",EA  ,15.1 ,              ,              
830160,EQ    ,UMa, 8h 36m 27.3s, 53o 34' 40",EW/K,12.4 ,              ,              
830162,ES    ,UMa, 9h 54m 28.6s, 69o 13' 22",EW  ,10.99,              ,              
830183,FT    ,UMa, 8h 54m 30.3s, 51o 14' 40",RRC , 9.29,              ,              
830202,GT    ,UMa,10h 35m 55.7s, 63o 35' 32",EB  , 8.14,              ,              
830208,GZ    ,UMa,10h 49m  2.0s, 67o 12' 52",E   ,10.56,              ,              
830209,HH    ,UMa,11h  4m 48.2s, 35o 36' 26",DSCT,10.58,              ,              
830214,HN    ,UMa,11h 15m 56.4s, 37o 38' 35",EW  , 9.90,              ,              
830218,HR    ,UMa,11h 32m 53.0s, 55o 25'  6",EA  , 8.70,              ,              
830222,HV    ,UMa,11h 55m 38.0s, 47o 15' 26",RRC , 8.60,              ,              
830224,HX    ,UMa,12h  1m 33.1s, 43o  2' 29",EB  , 8.89,              ,              
830227,II    ,UMa,12h 32m 54.9s, 54o 47' 42",EW  , 8.17,              ,              
830232,IO    ,UMa,13h 14m 54.5s, 59o 17' 44",EA  , 8.19,              ,              
830240,IW    ,UMa, 9h 29m  0.6s, 43o 44'  1",EA  ,11.9 ,              ,              
830242,IY    ,UMa,10h 43m 56.7s, 58o  7' 31",UGSU,13.0 ,              ,              
830246,KM    ,UMa,11h 47m 49.0s, 35o 13' 35",EW  ,11.0 ,              ,              
830260,LL    ,UMa, 9h 43m  9.2s, 70o  0'  8",EW  ,15.43,              ,              
830263,LO    ,UMa,10h 29m 51.9s, 39o 56' 27",EA  ,12.75,              ,              
830264,LP    ,UMa,10h 33m 57.9s, 58o 52' 15",EW  ,12.53,              ,              
830279,MQ    ,UMa,11h 21m 41.1s, 43o 36' 52",EW  ,11.57,   0.476058   ,              
830281,MS    ,UMa,11h 32m 21.0s, 49o 44'  9",EW  ,11.97,   0.410384   ,              
830282,MT    ,UMa,11h 33m 34.7s, 42o 58' 29",EW  ,11.75,   0.800632   ,              
830285,MW    ,UMa,11h 43m  2.3s, 60o 34' 36",EA  , 9.26,   1.23472    ,F8            
830295,NT    ,UMa, 8h 24m 39.0s, 72o 45' 26",EA  ,13.75,   1.66439    ,              
