GCVS,STAR,CONST.,RA(2000),DEC,Type,V [mag],P [days],Spec
170833,V0833 ,Car,11h 17m 43.0s,-57o 59' 30",ELL , 9.45,   1.24357    ,B1.5Vnn       
180016,RX    ,Cas, 3h  7m 45.8s, 67o 34' 38",EB  , 8.64,  32.32789    ,K1III+A5IIIe  
180018,RZ    ,Cas, 2h 48m 55.5s, 69o 38'  3",EA  , 6.18,   1.1952503  ,A3V           
180024,SX    ,Cas, 0h 10m 42.1s, 54o 53' 29",EA  , 8.96,  36.56522    ,B7IIIe+K3III  
180029,TV    ,Cas, 0h 19m 18.7s, 59o  8' 20",EA  , 7.22,   1.8125913  ,B9V+F7IV      
180030,TW    ,Cas, 2h 45m 54.8s, 65o 43' 35",EA  , 8.28,   1.4283335  ,B9V           
180031,TX    ,Cas, 2h 52m 16.2s, 62o 46' 57",EB  , 9.16,   2.9268583  ,B0V           
180034,UU    ,Cas,23h 50m 39.5s, 60o 54' 39",EB  , 9.50,   8.51929    ,B0.5III       
180049,XX    ,Cas, 1h 29m 34.6s, 60o 58'  4",EA  , 9.46,   3.0671800  ,B4Vn+B6n      
180053,YZ    ,Cas, 0h 45m 39.1s, 74o 59' 17",EA  , 5.64,   4.467222   ,A3IV+F2V      
180054,ZZ    ,Cas, 0h 33m 30.4s, 62o 30' 40",EB  ,10.95,   1.243527   ,B3            
180056,AB    ,Cas, 2h 37m 31.5s, 71o 18' 16",EA+D,10.16,   1.366892   ,A3+K          
180059,AE    ,Cas, 1h 27m  0.3s, 70o  7' 38",EA  ,11.90,   0.7591194  ,G6V           
180062,AH    ,Cas, 1h 34m 38.7s, 70o 57'  3",EA  ,12.6 ,   1.402255   ,              
180065,AL    ,Cas, 2h 13m 44.7s, 70o  8' 43",EW  ,12.9 ,   0.5005573  ,              
180068,AO    ,Cas, 0h 17m 43.1s, 51o 25' 59",ELL , 6.07,   3.523487   ,O9IIInn+O9III 
180070,AQ    ,Cas, 1h 19m 10.4s, 62o 23' 48",EA  ,10.15,  11.72115    ,B3V           
180071,AR    ,Cas,23h 30m  1.9s, 58o 32' 56",EA  , 4.89,   6.0663335  ,B3V           
180073,AT    ,Cas, 0h 34m 21.1s, 62o 34' 59",EA  ,13.9 ,   1.595553   ,              
180077,AX    ,Cas, 1h 23m 50.0s, 61o 34' 28",EB  ,12.5 ,   0.6003782  ,              
180079,AZ    ,Cas, 1h 42m 16.5s, 61o 25' 16",EA  , 9.20,3403.6        ,M0eIb+B0-B1V  
180085,BG    ,Cas, 0h 14m 42.5s, 62o 19' 51",EA  ,12.7 ,   3.953613   ,              
180086,BH    ,Cas, 0h 21m 21.4s, 59o  9'  5",EW  ,12.58,   0.405895   ,              
180087,BI    ,Cas, 0h 43m 31.3s, 62o 39' 55",EB  ,12.63,   2.198640   ,              
180090,BM    ,Cas, 0h 54m 46.0s, 64o  5'  5",EB  , 8.78, 197.28       ,A7Iab         
180091,BN    ,Cas, 1h  0m  1.7s, 60o  5' 14",EA  ,12.55,   3.215852   ,G0            
180096,BS    ,Cas, 1h 21m 38.6s, 59o 10' 27",EW  ,11.87,   0.4404681  ,A-F           
180098,BU    ,Cas, 1h 28m 41.0s, 61o  7' 55",EA  ,11.5 ,   2.2551959  ,A             
180100,BW    ,Cas, 1h 39m 29.0s, 63o 26'  9",EA  ,12.10,   1.2628349  ,              
180103,BZ    ,Cas, 1h 53m 42.5s, 62o 57' 35",EA  ,11.4 ,   2.1264705  ,A0            
180104,CC    ,Cas, 3h 14m  5.3s, 59o 33' 48",EB  , 7.08,   3.366324   ,O9IV+O9IV     
180118,CR    ,Cas,23h  4m 52.0s, 59o 33' 56",EB  ,11.28,   2.84023    ,              
180122,CV    ,Cas, 0h 31m 54.5s, 71o 41' 38",EA  ,13.9 ,   2.587665   ,              
180123,CW    ,Cas, 0h 45m 52.7s, 63o  5'  8",EW  ,11.02,   0.318859   ,G8p           
180136,DN    ,Cas, 2h 23m 11.5s, 60o 49' 50",EA  , 9.81,   2.310952   ,O8V+O8V       
180137,DO    ,Cas, 2h 41m 24.2s, 60o 33' 11",EB  , 8.34,   0.6846661  ,A4V           
180138,DP    ,Cas,23h 20m 12.7s, 62o 18' 26",EB  ,13.4 ,   1.221594   ,              
180148,DZ    ,Cas,23h 39m 50.0s, 55o 52' 55",EB  ,11.6 ,   0.784885   ,A9            
180151,EG    ,Cas,23h 45m 41.2s, 57o 13'  8",EB  ,12.9 ,   0.611444   ,              
180153,EI    ,Cas,23h 45m 46.1s, 58o  6' 43",EA  ,14.0 ,   1.689155   ,              
180154,EK    ,Cas,23h 47m  7.1s, 55o 32' 37",EB  ,11.9 ,   8.677942   ,              
180155,EL    ,Cas,23h 47m 38.6s, 62o 27' 10",EA  ,13.8 ,   5.28225    ,              
180157,EN    ,Cas,23h 50m 22.6s, 56o 17' 18",EA  ,11.4 ,   4.437772   ,              
180159,EP    ,Cas,23h 52m 58.9s, 57o 26' 50",EB  ,11.45,   0.8134392  ,              
180162,ES    ,Cas,23h 55m 46.3s, 56o 10' 13",EA  ,14.7 ,   2.10956    ,              
180168,EY    ,Cas, 0h  3m 22.7s, 57o 44' 53",EW  ,14.0 ,   0.4819813  ,              
180182,FS    ,Cas, 0h 24m 39.5s, 57o 18' 26",EA  ,13.9 ,   3.08087    ,F2            
180185,FV    ,Cas, 0h 36m 36.4s, 55o 13' 32",EA  ,13.0 ,   3.066885   ,A0V           
180190,GG    ,Cas, 1h 16m 12.9s, 56o 19' 42",EA  , 9.94,   3.758659   ,B5-B8V+F8-G0II
180191,GH    ,Cas, 1h 49m  3.4s, 56o 16' 27",EA  ,12.3 ,   3.358389   ,              
180192,GI    ,Cas, 1h 58m 12.7s, 58o 34' 44",EA  ,14.8 ,   4.68130    ,              
180193,GK    ,Cas, 1h 58m 45.6s, 59o 46' 12",EA  ,12.9 ,   2.303686   ,              
180200,GR    ,Cas, 2h 47m 46.1s, 60o  4' 11",EA  ,11.97,   1.0462596  ,              
180202,GT    ,Cas, 0h 13m 30.1s, 58o 17'  0",EA  ,11.9 ,   2.98984    ,A0            
180203,GU    ,Cas, 0h 16m 25.0s, 56o 20' 46",EA  ,11.2 ,   3.093315   ,OB            
180214,HN    ,Cas, 1h  0m 54.4s, 55o 54' 17",EA  ,14.3 ,   2.659468   ,              
180217,HQ    ,Cas, 1h  7m 50.6s, 60o  7' 10",EA  ,13.9 ,   2.194653   ,              
180218,HR    ,Cas, 1h  7m  7.9s, 54o 37'  8",EA  ,15.4 ,   3.54371    ,              
180220,HT    ,Cas, 1h 10m 13.0s, 60o  4' 36",UGSU,10.7 ,   0.073647203,pec UG +M5    
180225,HY    ,Cas, 1h 16m  6.9s, 57o 14' 24",EA  ,15.6 ,              ,              
180229,IL    ,Cas, 1h 30m 46.8s, 60o  6'  2",EA  ,10.6 ,   3.451726   ,B5            
180234,IQ    ,Cas, 1h 49m 41.7s, 59o 43' 10",EA  ,12.53,   3.541717   ,              
180235,IR    ,Cas,23h  6m 52.4s, 54o  4' 52",EB  ,11.0 ,   0.680685   ,F4            
180236,IS    ,Cas,23h 28m 28.6s, 60o 33' 56",EA  ,11.37,   1.841515   ,A2            
180237,IT    ,Cas,23h 42m  1.4s, 51o 44' 36",EA+D,10.99,   3.8966475  ,F6            
180239,IV    ,Cas,23h 49m 31.5s, 53o  8'  4",EA+D,11.2 ,   0.998507   ,A2            
180245,KL    ,Cas, 0h 51m 41.5s, 58o 51' 51",EB  ,11.8 ,   2.447426   ,OB            
180250,KQ    ,Cas, 0h 38m 37.7s, 58o 32' 42",EA  ,14.1 ,   6.164501   ,              
180251,KR    ,Cas, 0h 54m  2.2s, 54o 31'  1",EA  , 9.8 ,   4.904255   ,A0            
180253,KT    ,Cas, 1h  4m 50.2s, 54o  6' 19",EA  ,13.0 ,   2.769674   ,              
180255,KV    ,Cas, 1h 36m 38.0s, 61o 13' 26",EA  ,15.1 ,   5.444000   ,              
180263,LO    ,Cas,23h 43m  1.5s, 52o 47' 15",EA  ,15.2 ,   5.3718853  ,              
180265,LQ    ,Cas, 0h  4m 11.0s, 61o 42'  7",EA  ,14.1 ,   2.869330   ,              
180266,LR    ,Cas, 1h 32m 49.9s, 63o  1'  3",EB  ,10.7 ,   4.4557746  ,B5            
180269,LU    ,Cas, 2h 46m 48.1s, 63o 18' 14",EA  ,14.2 ,   2.036995   ,              
180270,LV    ,Cas, 2h 54m 57.1s, 58o 40' 43",EA  ,15.5 ,   1.273545   ,              
180272,LX    ,Cas, 3h  0m 54.4s, 60o 27' 33",EA  ,14.8 ,   1.3971514  ,              
180273,LY    ,Cas, 3h  1m  5.6s, 59o  5' 54",EA  ,14.9 ,   1.4764275  ,              
180275,MM    ,Cas, 0h 54m 35.0s, 54o 26' 36",EB  ,11.27,   1.158480   ,F             
180276,MN    ,Cas, 1h 42m  3.0s, 54o 57' 35",EA  ,10.10,   1.9169286  ,A0V+A0V       
180280,MR    ,Cas, 0h 11m 42.0s, 58o  4' 23",EW  ,14.9 ,   0.4352221  ,              
180281,MS    ,Cas, 0h 11m 53.2s, 60o  6' 38",EA  ,12.9 ,   1.1727380  ,A             
180282,MT    ,Cas, 0h 14m 43.7s, 54o 40' 14",EW  ,13.15,   0.3138785  ,              
180283,MU    ,Cas, 0h 15m 51.6s, 60o 25' 53",EA  ,11.2 ,   9.65295    ,B8            
180284,MV    ,Cas, 0h 16m 37.7s, 62o 48' 48",EA  ,13.9 ,   1.1122535  ,              
180285,MW    ,Cas, 0h 16m 49.5s, 55o  5'  0",EW  ,12.0 ,   0.4808683  ,              
180286,MX    ,Cas, 0h 19m 53.4s, 55o  1'  3",EA  ,14.4 ,              ,              
180287,MY    ,Cas, 0h 21m  7.0s, 63o 54' 45",EB  ,14.8 ,   0.9262345  ,              
180289,NN    ,Cas, 0h 22m 20.1s, 57o 30'  3",EB  ,13.6 ,   0.9808065  ,              
180295,NT    ,Cas, 0h 32m  4.6s, 55o 27' 21",EA  ,14.2 ,   1.1225135  ,              
180296,NU    ,Cas, 0h 32m 24.7s, 57o  1' 51",EB  ,13.2 ,   0.7666893  ,              
180297,NV    ,Cas, 0h 36m 13.0s, 55o 54' 48",EA  ,14.8 ,   0.7415240  ,              
180301,NZ    ,Cas, 0h 43m 48.4s, 60o 12' 10",EA  ,13.2 ,   2.770992   ,              
180304,OQ    ,Cas, 0h 47m 25.1s, 61o  1' 47",EA  ,14.4 ,   0.7166958  ,              
180305,OR    ,Cas, 0h 48m  1.3s, 60o 51' 42",EA  ,11.35,   1.2457088  ,F3            
180308,OU    ,Cas, 0h 53m 16.8s, 60o 41' 44",EA  ,14.8 ,              ,              
180311,OX    ,Cas, 1h  9m  0.1s, 61o 28' 14",EA  , 9.92,   2.4893427  ,B1V           
180312,OY    ,Cas, 1h 11m 57.5s, 62o  7' 25",EA  ,15.5 ,   2.019284   ,              
180320,PV    ,Cas,23h 10m  2.6s, 59o 12'  6",EA  , 9.73,   1.75046986 ,B8V+B8V       
180322,PX    ,Cas,23h 34m  2.3s, 56o 50' 28",EA  ,14.8 ,   1.8396105  ,              
180325,QQ    ,Cas,23h 45m 36.8s, 59o 54' 21",EB  ,10.1 ,   2.1420716  ,B2            
180327,QS    ,Cas,23h 51m 58.6s, 56o  2' 31",EA  ,13.6 ,   5.289979   ,              
180329,QU    ,Cas,23h 54m 25.6s, 56o  4' 21",EA  ,15.1 ,   0.9718566  ,              
180332,QX    ,Cas,23h 58m 43.2s, 61o  9' 39",EA  ,10.18,   6.00471    ,B1V+B1V       
180336,V0336 ,Cas, 0h  1m  0.4s, 60o 26' 45",EB  ,13.4 ,   0.5972876  ,              
180337,V0337 ,Cas, 0h 13m 22.4s, 58o 12' 33",EA  ,12.6 ,   7.046562   ,A2            
180341,V0341 ,Cas,22h 59m 34.7s, 56o 23' 10",EA  ,14.7 ,   3.4073334  ,              
180344,V0344 ,Cas,23h  7m 35.1s, 57o 23' 34",EW  ,12.8 ,   1.0007446  ,              
180345,V0345 ,Cas,23h  8m 39.9s, 54o  6' 54",EB  ,13.1 ,   0.6887593  ,              
180350,V0350 ,Cas,23h 12m  2.6s, 53o 40' 31",EA  ,13.9 ,   2.057242   ,              
180355,V0355 ,Cas,23h 27m  6.3s, 56o 44' 44",EA  ,13.5 ,   2.259468   ,A0V           
180357,V0357 ,Cas,23h 29m 50.7s, 54o 57' 59",EB  ,13.0 ,   1.588678   ,              
180359,V0359 ,Cas,23h 34m 27.1s, 56o 19' 17",EB  ,11.8 ,   1.303910   ,A0            
180360,V0360 ,Cas,23h 34m 47.6s, 55o 54' 16",EA  ,12.1 ,   1.500587   ,A             
180361,V0361 ,Cas,23h 41m 44.3s, 56o  9' 52",EA  ,12.6 ,   2.457947   ,A             
180362,V0362 ,Cas, 0h  2m 21.5s, 63o 28'  6",EB  ,12.8 ,   1.04496    ,B             
180364,V0364 ,Cas, 0h 52m 43.0s, 50o 28' 10",EA  ,10.45,   1.543067   ,A7V+A7V       
180366,V0366 ,Cas, 1h  8m 25.6s, 58o 44' 17",EW  ,12.0 ,   0.7292993  ,G1            
180368,V0368 ,Cas, 3h 12m 35.5s, 59o 55' 10",EA  , 8.25,   4.451655   ,B3III         
180369,V0369 ,Cas,23h 29m 31.3s, 52o 30' 38",EA  ,15.6 ,   3.7250917  ,              
180371,V0371 ,Cas,23h 33m 46.3s, 53o 37' 15",EA  ,15.8 ,   2.8919216  ,              
180374,V0374 ,Cas,23h 56m 33.5s, 56o  7' 44",EA  ,12.26,   1.0448120  ,A             
180375,V0375 ,Cas,23h 57m  9.4s, 63o  0' 22",EB  , 9.94,   1.473435   ,B3            
180380,V0380 ,Cas, 0h 30m 56.0s, 73o 40'  6",EA  ,10.85,   2.71454    ,A0            
180381,V0381 ,Cas, 0h 32m 51.6s, 49o 19' 39",EA  ,10.2 ,   1.745957   ,B3            
180384,V0384 ,Cas, 0h 45m 28.2s, 47o 35'  0",EA  ,12.1 ,   1.108175   ,A0            
180385,V0385 ,Cas, 0h 49m 17.9s, 50o 39'  2",EA  ,11.84,   2.830268   ,              
180386,V0386 ,Cas, 0h 59m 11.3s, 55o 57' 19",EA  ,14.0 ,  28.652245   ,              
180387,V0387 ,Cas, 1h  0m 31.8s, 58o 41' 46",EA  ,12.25,   1.608238   ,              
180389,V0389 ,Cas, 1h 14m 17.3s, 48o 59' 25",EA  ,10.8 ,   2.494826   ,              
180392,V0392 ,Cas, 2h  0m 37.3s, 69o  7' 22",EB  ,13.8 ,   4.54056    ,              
180394,V0394 ,Cas, 2h  2m  2.1s, 62o 41' 30",EB  ,15.0 ,   0.929271   ,              
180396,V0396 ,Cas,23h 13m 36.0s, 56o 44' 17",EA  ,10.0 ,   5.50545    ,B9            
180399,V0399 ,Cas,23h 22m 25.2s, 61o  7' 46",EW  ,13.9 ,   0.6603722  ,              
180401,V0401 ,Cas,23h 30m 10.4s, 60o  4'  2",EA  ,15.0 ,   1.623068   ,              
180411,V0411 ,Cas, 0h 30m 11.3s, 56o  7' 47",EA  ,13.9 ,   3.874653   ,              
180415,V0415 ,Cas, 0h 54m 31.1s, 59o 24'  0",EA  ,14.0 ,  12.536157   ,              
180419,V0419 ,Cas, 1h 19m  5.7s, 56o 53' 48",EA  ,14.3 ,   1.5867078  ,              
180420,V0420 ,Cas, 1h 31m 14.1s, 58o 47' 28",EA  ,14.9 ,  18.3832     ,              
180421,V0421 ,Cas, 1h 37m 52.5s, 57o 19' 58",EA  ,14.5 ,   4.463606   ,              
180422,V0422 ,Cas, 1h 40m 39.3s, 59o 25' 26",EA  ,14.9 ,   3.706768   ,              
180423,V0423 ,Cas, 1h 43m 44.5s, 64o 49' 51",EB  ,12.6 ,   1.830115   ,              
180424,V0424 ,Cas, 1h 47m  3.6s, 56o 47' 37",EA  ,15.1 ,   3.09       ,              
180427,V0427 ,Cas,23h  6m 24.2s, 57o 42' 33",EB  ,13.3 ,   1.305992   ,              
180429,V0429 ,Cas,23h 15m 51.3s, 54o 35' 41",EA  ,15.2 ,   2.734319   ,              
180431,V0431 ,Cas,23h 19m 22.0s, 54o 26' 27",EA  ,16.2 ,   3.3156515  ,              
180435,V0435 ,Cas,23h 31m 27.4s, 59o 24' 24",EA  ,13.8 ,   4.156074   ,              
180440,V0440 ,Cas,23h 38m  4.8s, 51o 25' 55",EW  ,14.89,   0.32568791 ,              
180442,V0442 ,Cas,23h 40m 14.8s, 53o 57' 34",EA  ,13.3 ,   3.5921070  ,A0V           
180443,V0443 ,Cas,23h 41m 37.9s, 51o 32' 35",EA  ,14.5 ,              ,              
180444,V0444 ,Cas,23h 54m  5.3s, 56o 56' 11",EA  ,15.9 ,   2.224773   ,              
180445,V0445 ,Cas, 0h 31m 39.7s, 53o 13'  0",EB  ,10.89,   0.6735225  ,              
180448,V0448 ,Cas, 0h 47m  7.8s, 60o 21' 14",EW  ,14.5 ,   0.574085   ,              
180449,V0449 ,Cas, 0h 51m  0.2s, 58o 48' 35",EB  ,13.7 ,   0.7427     ,              
180459,V0459 ,Cas, 1h 11m 29.9s, 61o  8' 48",EA  ,10.3 ,   8.458255   ,B9            
180462,V0462 ,Cas, 1h 13m 36.5s, 54o 14'  5",EA  ,15.  ,              ,              
180464,V0464 ,Cas, 1h 17m 50.8s, 56o 49'  3",E   ,15.5 ,              ,              
180470,V0470 ,Cas, 1h 32m 18.2s, 56o 29' 58",RRAB,11.95,   0.8744654  ,              
180471,V0471 ,Cas, 1h 32m 20.5s, 55o 12' 19",EW  ,13.8 ,   0.400937   ,              
180473,V0473 ,Cas, 1h 34m 52.3s, 56o 39' 10",EB  ,13.7 ,   0.4154591  ,              
180480,V0480 ,Cas, 1h 47m 51.5s, 55o 28' 15",EW  ,14.6 ,   0.342012   ,              
180518,V0518 ,Cas, 2h 17m 26.2s, 59o 43' 12",EA  ,11.05,   6.311953   ,B3            
180520,V0520 ,Cas,23h 42m  7.4s, 55o 54' 38",EW  ,12.25,   0.4898315  ,              
180523,V0523 ,Cas, 0h 40m  6.3s, 50o 14' 15",EW  ,10.91,   0.2336933  ,              
180527,V0527 ,Cas, 1h  2m 47.8s, 70o 39'  2",EA  ,11.27,   4.860280   ,              
180537,V0537 ,Cas, 1h  3m 30.6s, 53o 26' 40",EA  ,11.8 ,   1.60523    ,              
180541,V0541 ,Cas, 2h 34m 29.2s, 63o 20' 27",EA  ,10.53,   0.9098490  ,              
180544,V0544 ,Cas, 0h 16m  2.8s, 48o 55'  5",EA  ,12.9 ,   3.37453    ,A-F           
180546,V0546 ,Cas, 0h 25m  1.2s, 61o 18' 40",EB  ,14.2 ,   1.1062047  ,              
180552,V0552 ,Cas, 1h  5m 18.7s, 63o 21' 24",RRAB,14.7 ,              ,              
180559,V0559 ,Cas, 2h 25m 40.1s, 61o 32' 58",EA  , 7.01,   1.5806325  ,B8IV          
180608,V0608 ,Cas, 2h 24m 26.1s, 71o 23'  6",EW  ,12.0 ,   0.3804058  ,              
180646,V0646 ,Cas, 1h 30m 35.1s, 62o 43' 30",EB  , 9.24,   6.162515   ,B0IV nn       
180649,V0649 ,Cas,23h 16m 27.0s, 61o 57' 46",EA  , 6.58,   2.39125    ,B0Vn          
180651,V0651 ,Cas,23h 48m 33.5s, 57o 44' 56",EA/R,10.0 ,   0.9968096  ,              
180654,V0654 ,Cas, 0h  0m 20.6s, 60o 59' 43",EA  ,10.87,   9.884258   ,              
180702,V0702 ,Cas,23h  0m 37.4s, 54o 39' 42",EA  ,14.0 ,   2.478792   ,              
180741,V0741 ,Cas, 0h 10m 10.5s, 64o 38' 48",EB/R, 8.26,   9.0576     ,K0            
180744,V0744 ,Cas, 0h 21m 56.7s, 53o 28' 51",EA  , 8.44,   4.7818     ,B9            
180745,V0745 ,Cas, 0h 22m 53.3s, 62o 14' 29",EB  , 8.06,   1.41057    ,B0IV          
180765,V0765 ,Cas, 1h 19m  9.1s, 58o 17' 26",EA  ,10.60,   1.716280   ,B2.5          
180766,V0766 ,Cas, 1h 20m 40.6s, 51o 35' 41",EA  , 7.10,   2.32953    ,B8IV          
180772,V0772 ,Cas, 1h 42m  2.9s, 61o  2' 17",EA  , 6.68,   5.0138     ,B8IIIpSi      
180773,V0773 ,Cas, 1h 44m 18.0s, 57o 32' 11",EA  , 6.21,   1.29366    ,A3V           
180775,V0775 ,Cas, 1h 51m 50.5s, 63o 27' 14",EA  , 9.73,   5.39017    ,B8V           
180776,V0776 ,Cas, 1h 53m 23.4s, 70o  2' 33",EW  , 8.81,   0.44041618 ,F0            
180779,V0779 ,Cas, 2h  2m  9.3s, 75o 30'  7",EA  , 6.59,              ,A0            
180785,V0785 ,Cas, 2h 10m 49.9s, 64o 49' 45",EA  , 9.33,   2.7025810  ,B5            
180791,V0791 ,Cas, 2h 36m 55.3s, 59o 53'  1",EB  , 7.77,   2.88680    ,B8V           
180793,V0793 ,Cas, 2h 50m 12.0s, 72o 54' 51",EA  , 7.93,   1.652294   ,B8            
180799,V0799 ,Cas, 3h  5m 27.5s, 61o 39' 17",EA  , 8.80,   7.703010   ,B9            
180821,V0821 ,Cas,23h 58m 49.2s, 53o 40' 19",EA  , 8.22,   1.769754   ,A0            
180847,V0847 ,Cas,23h 36m  9.1s, 53o 44'  0",EA  ,14.8 ,   1.7347076  ,              
180848,V0848 ,Cas,23h 36m 24.8s, 53o 16' 55",EA  ,15.2 ,   2.973688   ,              
180851,V0851 ,Cas,23h 38m  1.4s, 53o 43' 44",EA  ,14.1 ,   0.9602765  ,              
180860,V0860 ,Cas, 0h 26m 49.0s, 49o 40' 36",EA  ,13.25,   1.083848   ,              
180872,V0872 ,Cas,23h 41m 32.5s, 51o 20'  0",EB  ,13.8 ,  22.093686   ,              
180952,V0952 ,Cas, 3h  2m 20.7s, 71o  9' 40",EA  ,11.7 ,   2.272620   ,A4            
180959,V0959 ,Cas, 0h 12m  2.7s, 55o  5' 19",EW  ,12.0 ,   1.065153   ,              
180961,V0961 ,Cas, 0h 26m 49.3s, 55o 27' 24",EB  ,12.0 ,   0.759809   ,              
180962,V0962 ,Cas, 0h 35m 39.5s, 54o 55' 44",EA  ,12.93,   2.7129     ,              
180969,V0969 ,Cas, 1h 43m 46.9s, 61o 51' 40",EA/R,13.18,   2.54068    ,              
180971,V0971 ,Cas, 1h 44m 12.0s, 61o 52' 19",EA/R,14.43,   7.69603    ,              
181001,V1001 ,Cas,23h 50m 17.1s, 51o 11' 29",EA  ,13.70,   0.429059   ,              
181002,V1002 ,Cas,23h 20m  9.2s, 63o  1' 22",    ,     ,              ,              
181004,V1004 ,Cas, 0h  7m 19.1s, 64o 17'  0",EA  ,12.80,   1.181876   ,              
181007,V1007 ,Cas, 0h  8m  3.3s, 51o  8'  2",EW  ,12.00,   0.3320082  ,              
181009,V1009 ,Cas, 0h 51m  9.9s, 56o  4' 58",EB  ,12.30,   0.7846815  ,              
181010,V1010 ,Cas, 0h 57m 57.0s, 60o  6' 15",EA  , 9.51,   2.398      ,A2V           
181011,V1011 ,Cas, 1h  4m 15.0s, 62o 32' 16",EB  ,12.57,   0.6771437  ,              
181014,V1014 ,Cas, 1h 28m 36.5s, 52o 37' 31",EB  ,12.6 ,   0.8553     ,              
181018,V1018 ,Cas, 3h  1m 19.4s, 60o 34' 20",EA  ,10.26,   4.127745   ,O7V           
181025,V1025 ,Cas, 0h  1m 38.5s, 52o 54' 14",EA  ,12.68,   1.099646   ,              
181030,V1030 ,Cas, 0h 19m 36.6s, 48o 39' 55",EW  ,13.8 ,   0.3042073  ,              
181031,V1031 ,Cas, 0h 21m 14.4s, 66o  5'  8",EW  ,12.75,   0.43064357 ,              
181038,V1038 ,Cas, 0h 29m 53.0s, 47o 50' 34",EB  , 9.89,  20.30       ,              
181043,V1043 ,Cas, 0h 37m 11.9s, 53o  1' 32",EA  ,13.29,   0.6616     ,              
181044,V1044 ,Cas, 0h 39m 56.3s, 67o 42' 55",EA  , 9.50,   3.579127   ,B5            
181046,V1046 ,Cas, 0h 40m 44.2s, 58o 50' 53",EA  ,11.6 ,   0.9804992  ,              
181053,V1053 ,Cas, 0h 47m 12.7s, 61o  2'  3",EW  ,15.2 ,   0.649369   ,              
181060,V1060 ,Cas, 0h 55m 14.3s, 61o 23' 48",EA  ,10.02,   1.816024   ,A2            
181061,V1061 ,Cas, 0h 56m 13.7s, 65o  7' 16",EA  ,10.21,   3.649365   ,              
181062,V1062 ,Cas, 1h  2m  9.1s, 59o 55' 43",EB  ,10.55,   1.164421   ,F0V           
181063,V1063 ,Cas, 1h  4m 47.3s, 76o  6' 13",EW  ,11.6 ,   0.6200085  ,              
181064,V1064 ,Cas, 1h  7m 59.9s, 63o 37' 42",EW  ,11.30,   0.457606   ,B2            
181065,V1065 ,Cas, 1h  9m 28.9s, 68o 39' 14",EA/R, 9.92,  13.651      ,              
181066,V1066 ,Cas, 1h 10m 55.2s, 58o  5' 56",EA  ,10.81,   8.46505    ,              
181067,V1067 ,Cas, 1h 13m  1.2s, 74o 43' 54",EB  ,12.2 ,   0.41324    ,              
181068,V1068 ,Cas, 1h 14m 14.2s, 52o 54' 38",EA  ,14.58,   1.8060     ,              
181084,V1084 ,Cas, 1h 18m 49.2s, 58o 23' 53",EA  ,13.55,   1.720430   ,              
181094,V1094 ,Cas, 1h 20m 23.0s, 59o 17' 15",EW  ,12.1 ,   0.5142911  ,              
181103,V1103 ,Cas, 1h 21m 59.2s, 58o 33' 13",EA  ,11.38,   6.1772     ,B0            
