GCVS,STAR,CONST.,RA(2000),DEC,Type,V[mag],P[days],Spec
200011,RS,Cep,5h6m3.2s,80o14'52",EA,10.15,12.419922,B9.7Ve+G8III
200021,SU,Cep,21h46m40.6s,57o17'36",EB,9.67,0.9014015,B8
200025,SY,Cep,22h13m34.2s,62o31'40",EA,12.06,8.34711,A3
200029,TV,Cep,22h9m53.9s,63o7'16",EA,12.2,3.857094,
200040,VV,Cep,21h56m39.1s,63o37'32",EA+S,4.80,7430.,M2epIa-Iab+B8
200041,VW,Cep,20h37m21.5s,75o36'1",EW,7.37,0.2783085,G5V+K0Ve
200044,VZ,Cep,21h50m11.1s,71o26'38",EA,9.74,1.1833638,F2-5
200045,WW,Cep,22h18m27.9s,69o51'40",EA,10.60,4.600847,K0
200046,WX,Cep,22h31m15.8s,63o31'21",EA,8.53,3.378456,A3
200047,WY,Cep,22h46m20.7s,67o42'22",EB,10.47,1.249056,A7
200048,WZ,Cep,23h22m24.2s,72o54'56",EW,12.45,0.41743466,F5
200049,XX,Cep,23h38m20.3s,64o20'2",EA,9.20,2.337358,A8V
200050,XY,Cep,23h52m32.9s,68o56'1",EA,10.05,2.774515,B8-A0
200051,XZ,Cep,22h32m25.1s,67o9'2",EB,8.25,5.097249,B1III-V+B1.5
200054,ZZ,Cep,22h45m2.6s,68o7'58",EA,8.60,2.141798,B8V+F0V
200062,AH,Cep,22h47m52.9s,65o3'43",EB,6.78,1.7747214,B0.5Vne+B0.5V
200063,AI,Cep,21h46m22.6s,56o55'1",EB,9.18,4.225325,B0.5Vp
200068,AO,Cep,22h36m16.1s,57o2'8",EA,13.5,8.2392,
200075,AV,Cep,5h54m26.6s,86o1'20",EA,13.4,2.95845,
200080,BB,Cep,22h55m30.2s,64o0'31",EA,12.1,30.1851,F1V
200083,BE,Cep,22h41m20.8s,58o36'30",EW,11.80,0.4243929,
200092,BO,Cep,22h16m54.1s,70o3'45",INSB,11.7,,F2ea
200095,BR,Cep,22h27m17.1s,66o10'0",EA,12.5,3.167729,
200098,BU,Cep,22h32m15.6s,64o58'40",EA,12.2,1.414361,
200112,CL,Cep,23h12m57.2s,65o36'9",EA,14.9,3.78568,
200113,CM,Cep,23h22m38.0s,65o17'58",EA,12.1,1.858924,
200115,CO,Cep,0h54m45.1s,77o55'20",EA,11.85,4.13756,
200117,CQ,Cep,22h36m54.0s,56o54'21",EB/W,8.73,1.641242,WN5.5+O7
200123,CW,Cep,23h4m2.2s,63o23'48",EA,7.59,2.729140,B0.5+B0.5IV-Ve
200124,CX,Cep,22h9m33.5s,57o44'30",EB,12.09,2.126912,WN5+O5V
200128,DE,Cep,20h48m20.2s,59o9'55",EA,14.1,1.938824,
200133,DK,Cep,21h58m34.2s,60o57'1",EA,12.2,0.985901,
200134,DL,Cep,22h0m25.2s,59o41'30",EB,11.9,1.630486,OB-e
200136,DN,Cep,22h13m32.9s,55o58'25",EA,11.98,3.306160,B5
200138,DP,Cep,23h8m21.1s,61o11'59",EA,13.9,1.269960,F0
200142,DT,Cep,20h33m22.1s,60o13'52",EA,13.5,5.53025,
200144,DV,Cep,20h43m18.4s,72o22'30",EA,11.6,1.1619743,
200145,DW,Cep,20h51m39.7s,62o48'50",EA,11.7,5.033804,B8
200147,DY,Cep,23h32m5.4s,64o0'53",EB,11.8,1.57457,F2
200149,EE,Cep,22h9m22.8s,55o45'24",EA,10.72,2050.,B5III-IVe
200150,EF,Cep,4h45m39.1s,80o44'24",EW,12.0,0.606113,
200151,EG,Cep,20h15m56.8s,76o48'35",EB,9.31,0.5446218,A3
200153,EI,Cep,21h28m28.2s,76o24'12",EA,7.52,8.43935,Am+F1
200154,EK,Cep,21h41m21.5s,69o41'34",EA,7.83,4.427796,A1V
200156,EM,Cep,21h53m48.1s,62o36'51",EW,7.03,0.806177,B1IVe
200158,EO,Cep,0h23m39.4s,78o46'55",EA,12.0,1.833630,
200159,EP,Cep,0h46m54.5s,85o21'44",EW,16.52,0.2897434,
200160,EQ,Cep,0h47m33.9s,85o16'24",EW,16.55,0.3069522,K0V
200161,ER,Cep,0h50m27.8s,85o15'9",EW,15.67,0.2857299,
200162,ES,Cep,0h50m50.4s,85o16'12",EW,15.52,0.34245697,K0V
200167,EX,Cep,2h3m59.4s,78o33'21",EA,11.4,13.43444,G4
200168,EY,Cep,3h40m4.1s,81o1'9",EB,9.78,7.97148,A5
200172,FH,Cep,20h34m21.8s,64o38'40",EB,10.5,3.14242,
200174,FK,Cep,20h46m7.8s,60o38'36",EA,15.8,2.39055,
200175,FL,Cep,20h46m50.2s,56o54'28",EA,14.3,2.26198,
200177,FN,Cep,20h52m44.3s,68o5'46",EA,14.6,2.4540,
200182,FS,Cep,20h58m59.9s,69o37'28",EB,11.8,1.347525,
200188,FY,Cep,21h11m50.7s,67o41'23",M,12.2,280.,
200190,GG,Cep,21h20m22.6s,67o25'51",EA,13.9,1.903170,
200192,GI,Cep,21h29m29.0s,65o14'21",EA,11.4,1.037666,
200193,GK,Cep,21h30m59.2s,70o49'23",EB,6.89,0.93616454,A2V+A2V
200201,GS,Cep,22h51m29.5s,57o0'17",EA,10.4,1.4716255,A0
200202,GT,Cep,22h57m47.3s,68o24'26",EA,7.99,4.9087706,B3V
200205,GW,Cep,1h45m58.6s,80o4'55",EW,11.00,0.3188318,G3
200210,HI,Cep,20h24m58.5s,61o33'56",EA,12.7,1.752924,
200211,HK,Cep,20h39m32.6s,56o49'3",EB,14.2,1.0513,
200217,HQ,Cep,23h12m46.8s,61o26'32",EA,15.6,1.15379,
200230,IM,Cep,23h13m10.9s,62o42'5",EB,13.2,0.921574,
200232,IO,Cep,21h10m30.7s,57o43'8",EA,11.4,1.2358157,F8
200233,IP,Cep,21h46m55.5s,68o52'49",EW,11.5,0.898898,
200240,IW,Cep,22h4m33.1s,55o27'36",EA,13.6,1.609426,
200241,IX,Cep,22h7m17.5s,53o24'13",EA,16.8,1.0970019,
200249,KP,Cep,22h11m58.4s,54o38'29",EA,12.8,1.9351075,
200255,KV,Cep,22h19m9.1s,55o49'38",EB,14.1,0.85883,
200260,LL,Cep,23h4m19.3s,74o40'24",EA,13.4,0.7841513,
200261,LM,Cep,20h43m58.2s,62o30'28",EA,12.6,3.312822,
200264,LP,Cep,21h19m50.0s,60o43'26",EA,12.9,0.693059,
200267,LS,Cep,21h30m41.8s,64o0'31",EA,14.7,3.2655017,
200270,LV,Cep,21h42m16.2s,64o2'1",EA,15.4,9.7181902,
200271,LW,Cep,21h42m40.1s,63o53'31",EA,14.8,1.4019731,
200273,LY,Cep,21h59m0.9s,62o35'20",EA,13.9,1.9480045,
200282,MT,Cep,22h18m34.3s,56o31'24",EB,14.6,1.2064227,
200289,NN,Cep,23h2m5.6s,62o30'43",EA,8.13,2.058306,A5
200293,NR,Cep,0h26m11.4s,69o28'21",EA,12.05,0.9495465,
200294,NS,Cep,20h45m23.4s,60o43'13",EB,11.55,0.77638,
200296,NU,Cep,21h31m56.1s,61o30'0",EA,11.9,4.980604,
200298,NW,Cep,22h13m48.0s,55o44'20",EA,10.6,2.752948,
200300,NY,Cep,22h58m39.8s,63o4'37",EA,7.48,15.27568,B0IV+B0IV
200307,OT,Cep,0h29m18.1s,82o10'9",EB,12.2,0.4812313,
200322,PX,Cep,21h35m58.0s,65o51'42",EA,12.5,3.126879,
200334,QZ,Cep,23h37m12.4s,66o55'10",EA,11.2,6.561635,A4
200338,V0338,Cep,21h45m32.2s,61o12'29",EA,9.32,2.1044217,
200357,V0357,Cep,2h4m10.1s,78o50'45",EA,13.34,1.309236,
200358,V0358,Cep,2h27m29.0s,81o10'3",EB,12.5,0.4728279,
200369,V0369,Cep,0h46m12.1s,85o14'1",EW,16.00,0.3281916,
200371,V0371,Cep,0h48m22.9s,85o15'54",EB,15.86,0.5859790,
200375,V0375,Cep,21h44m54.8s,65o43'55",EW,16.11,,
200383,V0383,Cep,21h51m47.6s,61o56'34",EB,7.27,1.495753,B2Ve
200397,V0397,Cep,0h3m24.0s,73o10'28",EA,7.39,2.086835,A2
200405,V0405,Cep,2h44m34.3s,79o11'55",EA,8.75,1.3737480,A2
200428,V0428,Cep,21h30m40.8s,61o50'13",EB,8.26,8.2200,B8
200441,V0441,Cep,22h0m36.6s,75o4'22",EA,8.77,1.649051,A0
200442,V0442,Cep,22h4m12.9s,59o52'1",EB,6.93,2.129139,A0
200443,V0443,Cep,22h4m27.8s,62o24'27",EA,8.48,2.096582,A0
200445,V0445,Cep,22h7m10.9s,72o22'22",ELL,6.88,0.448776,A0
200453,V0453,Cep,22h52m45.8s,60o54'58",EA,7.53,1.184721,G8III+B9V
200454,V0454,Cep,22h53m54.0s,62o35'48",EA,9.04,5.58450,B1V
200466,V0466,Cep,20h31m14.0s,60o36'47",EW,15.6,0.3548,
200467,V0467,Cep,20h31m18.8s,60o38'9",EA,14.39,4.954,
200470,V0470,Cep,20h31m29.0s,60o39'35",EA,14.94,3.598,
200489,V0489,Cep,21h35m32.6s,65o57'33",EA/R,13.3,2.553755,
200698,V0698,Cep,22h45m52.4s,57o43'7",EA,12.75,6.618493,
200699,V0699,Cep,22h46m0.7s,57o46'49",EB,11.60,0.8050726,
200710,V0710,Cep,23h4m46.7s,64o5'25",EB,7.41,35.928,F0
200711,V0711,Cep,23h5m15.0s,63o23'44",EA,8.95,1.304357,
200727,V0727,Cep,22h12m25.9s,54o53'21",EA,14.12,6.6490,
200731,V0731,Cep,23h37m43.3s,64o18'11",EA,10.32,6.068438,
200734,V0734,Cep,0h7m38.6s,76o8'27",EA,11.05,3.76597,A3IV
200735,V0735,Cep,21h2m23.9s,60o4'42",EA,11.39,2.5035,
200736,V0736,Cep,21h16m29.1s,55o23'10",EW,9.96,0.857847,F5
200737,V0737,Cep,21h23m48.3s,63o33'28",EW,11.95,0.298765,
200738,V0738,Cep,21h29m55.1s,58o56'15",EA,10.00,1.298266,B5
200741,V0741,Cep,22h13m48.1s,67o10'26",EA,9.09,6.00911,B8
200743,V0743,Cep,22h18m6.2s,55o54'15",EA,10.53,4.67226,B0III
200744,V0744,Cep,22h24m5.0s,68o44'59",EB,12.20,0.6245532,
200745,V0745,Cep,22h37m51.8s,85o6'15",EA,13.10,2.91935,
200746,V0746,Cep,22h42m20.5s,65o54'42",EA,11.40,1.2599701,
200747,V0747,Cep,0h1m46.9s,67o30'25",EA,9.97,5.33146,O5Vfn
200748,V0748,Cep,0h6m31.1s,79o11'42",EA,13.28,2.50931,
200749,V0749,Cep,0h7m48.6s,70o40'22",EA,10.62,5.13971,
200750,V0750,Cep,0h14m50.9s,71o49'45",EA,11.42,18.8805,
200752,V0752,Cep,0h14m56.1s,72o18'30",EW,13.05,0.450326,
200753,V0753,Cep,0h15m42.4s,78o0'28",EA,11.22,68.13,
200754,V0754,Cep,0h15m42.6s,75o11'55",EW,12.0,0.40905,
200755,V0755,Cep,0h18m24.2s,73o7'24",EW,12.63,0.392180,
200756,V0756,Cep,0h20m2.6s,80o50'43",EA,13.4,1.722648,
200757,V0757,Cep,0h20m24.9s,78o14'27",EW,14.0,0.343870,
200758,V0758,Cep,0h23m42.0s,83o21'57",EA,12.95,3.17777,
200796,V0796,Cep,1h41m36.4s,80o4'19",EW,12.2,0.3929635,
200797,V0797,Cep,1h42m47.6s,80o7'52",EW,14.6,0.2704498,
200798,V0798,Cep,1h54m34.8s,79o28'9",EA,11.90,16.080,
200799,V0799,Cep,1h55m38.0s,81o7'8",LB,10.23,,
200800,V0800,Cep,2h17m59.9s,81o10'5",EA,13.0,1.218048,
200801,V0801,Cep,2h21m26.6s,78o10'21",EA,12.9,2.01529,
200803,V0803,Cep,2h56m18.2s,82o18'23",EW,13.8,0.419513,
200804,V0804,Cep,2h58m41.3s,84o49'4",EW,12.94,0.347592,
200805,V0805,Cep,3h31m11.5s,79o0'15",EA,12.37,6.29662,
200806,V0806,Cep,4h19m37.6s,80o35'45",EA,11.09,1.3526326,
200808,V0808,Cep,5h20m45.9s,85o11'55",EB,11.55,0.4845642,
200811,V0811,Cep,20h4m16.8s,61o5'32",EW,14.2,0.25076414,
200813,V0813,Cep,20h8m29.8s,60o57'35",EW,13.15,0.338893,
200814,V0814,Cep,20h11m38.6s,61o33'48",EA,11.48,1.72032,
200816,V0816,Cep,20h26m12.0s,75o56'0",EW,13.45,0.311412,
200833,V0833,Cep,20h55m41.6s,62o44'35",EB,10.12,0.707062,
200838,V0838,Cep,21h2m37.4s,62o50'54",EB,12.5,0.531977,
200839,V0839,Cep,21h3m31.7s,59o25'50",EA,9.93,9.9634,B8
200841,V0841,Cep,21h11m32.0s,59o27'24",EA,13.4,2.7549,
200842,V0842,Cep,21h11m40.7s,76o40'9",EW,14.0,0.288957,
200843,V0843,Cep,21h13m47.6s,78o5'46",EW,13.35,0.493470,
200845,V0845,Cep,21h15m31.2s,78o0'54",EW,14.3,0.386163,
200849,V0849,Cep,21h25m27.2s,70o40'1",EA,10.85,2.0296462,
200850,V0850,Cep,21h29m52.1s,64o55'16",EA,9.98,12.922,A0
200853,V0853,Cep,21h33m17.1s,70o18'56",EW,13.7,0.61543,
200855,V0855,Cep,21h35m1.0s,70o31'4",EW,13.65,0.36986,
200856,V0856,Cep,21h39m22.8s,79o42'7",EW,12.25,0.314009,
200863,V0863,Cep,21h52m33.0s,65o47'34",EB,12.5,1.176563,
200868,V0868,Cep,22h2m2.8s,56o44'42",EA,13.35,1.120527,
200870,V0870,Cep,22h4m26.6s,61o54'0",EW,10.93,0.301065,
200872,V0872,Cep,22h12m30.5s,57o17'32",EW,14.8,0.2800284,
200875,V0875,Cep,22h13m1.2s,83o20'5",EW,12.00,0.607031,
200877,V0877,Cep,22h13m45.8s,75o43'48",EA,11.70,6.01927,
200880,V0880,Cep,22h24m59.6s,70o18'54",EA,10.63,27.33,
200881,V0881,Cep,22h25m15.9s,70o14'34",EA,11.64,2.333711,
200883,V0883,Cep,22h26m16.0s,74o6'29",EA,13.20,0.624478,
200885,V0885,Cep,22h29m3.1s,71o48'42",EW,13.1,0.6527807,
200886,V0886,Cep,22h30m57.2s,65o53'6",EA,10.76,3.8053,Be
200887,V0887,Cep,22h31m0.2s,69o52'21",EA,12.50,1.691886,
200888,V0888,Cep,22h31m37.7s,71o53'59",EA,11.81,2.924729,
200889,V0889,Cep,22h34m16.8s,66o46'32",EW,12.55,0.418304,
200891,V0891,Cep,22h35m0.9s,59o52'46",EA,14.65,2.2950,
200892,V0892,Cep,22h35m9.4s,74o27'17",EW,13.5,0.3624426,
200895,V0895,Cep,22h36m37.3s,64o32'53",EA,11.00,2.48603,
200896,V0896,Cep,22h37m15.6s,82o10'27",ELL,15.73,0.12368,DA+dM
200897,V0897,Cep,22h37m18.8s,70o54'28",EA,11.45,4.4871,
200898,V0898,Cep,22h38m2.3s,67o27'58",EA,12.20,2.874775,
200900,V0900,Cep,22h39m49.5s,58o32'54",EA,9.38,3.09227,B5V
200902,V0902,Cep,22h41m7.8s,82o42'24",EW,11.78,0.328714,
200909,V0909,Cep,22h47m12.2s,59o58'34",EW,12.13,0.425573,
200915,V0915,Cep,22h51m28.0s,71o43'20",EA,11.18,3.5697,
200917,V0917,Cep,22h57m58.9s,68o53'53",EW,12.88,0.4117673,
200918,V0918,Cep,22h58m44.0s,81o49'51",EW,13.19,0.85353,
200919,V0919,Cep,22h59m40.8s,65o12'40",EA,10.62,1.851967,
200921,V0921,Cep,23h1m14.0s,62o34'5",EA,11.62,13.714,
200922,V0922,Cep,23h1m39.2s,69o42'45",EA,11.46,3.574973,
200923,V0923,Cep,23h2m24.9s,72o48'42",EA,11.57,2.94152,
200924,V0924,Cep,23h3m7.9s,77o59'30",EA,11.81,1.25771,
200925,V0925,Cep,23h5m42.2s,75o18'39",EA,11.64,2.147193,
200927,V0927,Cep,23h6m41.7s,70o44'58",EA,9.60,2.577898,
200929,V0929,Cep,23h7m54.5s,60o10'27",EA,11.37,7.0206,
200930,V0930,Cep,23h10m27.1s,69o54'48",EW,12.48,0.393719,
200934,V0934,Cep,23h19m6.7s,69o45'13",EW,13.02,0.431016,
200936,V0936,Cep,23h22m43.2s,75o12'40",EW,13.7,0.364014,
200937,V0937,Cep,23h23m50.4s,78o14'17",EA,11.95,1.58145,
200938,V0938,Cep,23h24m25.2s,68o38'29",EA,12.76,2.72771,
200939,V0939,Cep,23h24m39.8s,71o13'10",EA,12.39,5.5466,
200940,V0940,Cep,23h25m59.0s,64o34'55",EB,11.55,0.97574,
200941,V0941,Cep,23h27m11.3s,70o8'8",EA,12.95,1.394088,
200942,V0942,Cep,23h28m52.5s,74o25'59",EA,13.43,1.698079,
200943,V0943,Cep,23h29m19.6s,76o12'52",EW,13.3,0.36845,
200944,V0944,Cep,23h30m34.9s,66o33'45",EA,10.86,6.56007,
200945,V0945,Cep,23h32m54.6s,65o44'17",EB,11.87,1.129913,
200947,V0947,Cep,23h35m54.5s,81o15'33",EW,12.62,0.331677,
200948,V0948,Cep,23h36m57.6s,74o20'29",EA,12.35,1.13502,
200949,V0949,Cep,23h38m26.9s,77o24'34",EA,12.35,1.067973,
200951,V0951,Cep,23h39m15.4s,78o6'51",EB,13.1,0.5513445,
200953,V0953,Cep,23h41m42.8s,81o3'34",EA/R,11.08,1.54912,
200954,V0954,Cep,23h42m12.1s,67o49'1",EB,12.28,0.51978,
200955,V0955,Cep,23h43m43.6s,81o27'51",EA,12.18,1.040474,
200956,V0956,Cep,23h45m17.8s,80o4'11",EA,12.41,6.0213,
200957,V0957,Cep,23h46m10.4s,71o29'55",EA,11.52,1.988726,
200958,V0958,Cep,23h49m50.0s,82o22'26",EW,10.75,0.345291,F5
200959,V0959,Cep,23h50m12.9s,68o33'24",EW,11.45,0.3722043,
200960,V0960,Cep,23h51m13.1s,68o55'26",EW,13.1,0.33399,
200961,V0961,Cep,23h58m6.0s,67o36'11",EA,10.43,7.03848,A5
200968,V0968,Cep,2h45m36.3s,79o13'35",EW,14.5,0.48404,
200970,V0970,Cep,20h15m0.2s,76o54'18",EA,10.54,1.6886438,
201013,V1013,Cep,22h50m5.0s,59o0'47",EW,12.69,0.3520167,
201015,V1015,Cep,23h5m55.6s,71o44'20",EW,13.6,0.355180,
210015,RW,Cet,2h15m21.4s,-12o12'26",EA/S,10.43,0.9752009,A5
210019,SS,Cet,2h48m36.3s,1o48'26",EA/S,9.4,2.973976,A0
210022,SV,Cet,0h34m55.8s,-22o38'47",EW/K,14.5,0.5841870,
210027,TT,Cet,1h46m56.5s,-9o45'9",EW/K,10.8,0.4859565,A
210028,TU,Cet,2h59m21.7s,3o16'32",EA/S,10.8,4.39117,F6-F8V
210029,TV,Cet,3h14m36.5s,2o45'16",EA/D,8.60,9.1032884,F2
210030,TW,Cet,1h48m54.1s,-20o53'34",EW/K,10.43,0.3168519,G5+G5
210031,TX,Cet,1h56m6.3s,0o44'20",EB/K,10.90,0.74084025,A2nn
210032,TY,Cet,2h20m44.3s,-14o23'23",EW/K,11.62,0.647364,F0
210040,VV,Cet,0h55m43.3s,-2o5'38",EW/K,10.3,0.522390,A5
210041,VW,Cet,1h39m4.3s,-17o50'48",EB/K,11.6,0.486,
210042,VX,Cet,2h39m35.2s,0o15'44",EA/S,11.,2.7207954,F
210043,VY,Cet,1h49m33.7s,-19o37'29",EW/K,11.10,0.3408097,
210047,WY,Cet,1h35m35.9s,-11o56'30",EA/S,9.6,1.939675,A2
210048,WZ,Cet,1h41m0.7s,-6o43'34",EA/D,10.8,6.645088,A0
210050,XY,Cet,2h59m33.5s,3o31'3",EA/D,8.65,2.780712,Am+Am
210052,YY,Cet,2h0m12.0s,-18o12'28",EB/K,9.,1.117455,A7
210055,AA,Cet,1h59m0.7s,-22o55'11",EW/K,6.2,0.53616996,F2
210111,CK,Cet,0h22m57.0s,-20o39'23",EB,10.41,,
210112,CL,Cet,0h29m4.1s,-17o13'0",RRC,9.88,,
210120,CT,Cet,1h9m45.8s,-20o12'59",EW,9.41,,
210138,DP,Cet,2h9m51.4s,3o46'9",EA,6.85,,
210147,DY,Cet,2h38m33.2s,-14o17'56",EW,9.54,,
210149,EE,Cet,2h49m52.4s,8o56'22",EW,8.78,,
210156,EM,Cet,3h22m37.9s,0o31'42",EA,9.75,,
210165,EV,Cet,0h57m53.8s,0o46'34",EW,11.6,0.4282299,
210172,FH,Cet,1h51m5.9s,-3o32'41",EA,13.7,0.936002,
210175,FL,Cet,1h55m43.4s,0o28'7",E+XM,15.5,0.06051621,pece
210180,FQ,Cet,2h12m18.7s,-13o30'42",EA,10.4,6.709914,
210191,GH,Cet,1h56m49.9s,-21o11'43",EA,10.52,1.135238,
210198,GP,Cet,0h36m55.1s,-5o52'26",EA,9.81,3.4885,F0V
210200,GR,Cet,0h47m16.0s,-19o41'43",EW,11.21,0.488810,FO
210210,HI,Cet,1h44m16.9s,-2o18'44",EA,12.88,2.71883,
210213,HM,Cet,2h7m31.4s,5o41'5",RRC,12.66,0.22232,
210219,HS,Cet,2h46m44.5s,1o7'55",EA,10.5,3.6910,
210224,HX,Cet,0h5m13.8s,-7o32'36",EW,12.55,0.386172,
210225,HY,Cet,0h28m21.4s,-14o53'16",EW,11.35,0.402665,
210228,IK,Cet,0h55m29.6s,-11o6'34",EW,10.00,0.543266,
210231,IN,Cet,1h4m25.2s,0o30'41",EW,13.55,0.321364,
210232,IO,Cet,1h34m16.3s,-7o24'38",EW,11.75,0.349173,
210236,IS,Cet,1h54m37.7s,-4o9'8",EW,11.45,0.387647,
210239,IV,Cet,2h4m32.6s,-1o21'18",EW,12.50,0.573479,
210240,IW,Cet,2h12m35.4s,5o53'23",EW,13.20,0.358644,
210244,KK,Cet,2h28m46.0s,-2o29'16",EB,11.45,0.584636,
210248,KO,Cet,2h57m39.0s,7o10'43",EB,10.30,0.880485,A5
210250,KQ,Cet,3h11m41.2s,0o43'47",EW,12.20,0.361939,
210266,LR,Cet,2h24m27.9s,-10o40'34",EA,15.44,1.0455,
220009,Z,Cha,8h7m28.2s,-76o32'1",UGSU,11.5,104.1,pecUG
220011,RS,Cha,8h43m12.2s,-79o4'12",EA+D,6.02,1.669870,A5V+A7V
220012,RT,Cha,10h10m31.7s,-80o36'16",RR,14.,,
220015,RW,Cha,10h32m38.5s,-80o50'40",EW/K,14.0,0.6385,
220017,RY,Cha,10h39m19.5s,-77o5'38",EB/S,13.8,1.778,
220018,RZ,Cha,10h42m24.1s,-82o2'14",EA/D,8.2,2.832084,F5+F5V
220028,TU,Cha,10h57m57.5s,-79o23'54",EA,13.3,,
220031,TX,Cha,11h2m2.2s,-81o24'43",EA,13.0,,
220053,YZ,Cha,11h34m9.1s,-77o44'34",EA/D,11.15,4.457357,A0
220072,AS,Cha,12h30m11.3s,-76o45'45",EA/S,14.0,0.8414,
220091,BN,Cha,13h15m55.3s,-79o13'56",EA/S,14.2,6.273,
220100,BW,Cha,13h40m16.9s,-78o22'36",EA/S,11.67,2.116255,
220108,CG,Cha,10h31m57.0s,-79o51'1",EW/K,13.9,0.37652,
220109,CH,Cha,10h36m45.5s,-79o25'4",EW/K,14.3,0.4394,
220124,CX,Cha,10h44m16.9s,-78o39'47",EW/K,15.2,0.3604,
220125,CY,Cha,10h47m21.6s,-79o29'30",EW/K,13.5,0.4440,
220126,CZ,Cha,10h53m17.5s,-79o41'41",EW,14.0,0.6250,
220127,DD,Cha,11h8m57.2s,-80o40'48",EW,14.2,0.5716,
220130,DG,Cha,12h41m8.5s,-78o40'38",EW/K,13.8,1.0128,
220140,DR,Cha,10h41m51.5s,-79o46'59",E,5.94,,
220166,EW,Cha,9h14m2.6s,-82o13'12",EA,8.60,3.81876,A1V
220199,GQ,Cha,10h4m52.5s,-79o28'5",EA,13.65,2.09192,
220236,IS,Cha,12h43m38.3s,-77o46'14",EA,13.7,4.9695,
230002,S,Cir,15h29m17.5s,-58o4'42",EA/D,10.8,9.976596,A
230003,T,Cir,13h43m24.0s,-65o28'31",EA/S,9.3,3.2984345,B6/8II/III
230005,V,Cir,14h44m54.7s,-57o1'56",EB/D,10.8,4.40901,
230008,Y,Cir,13h39m9.9s,-65o2'10",E/SD,10.8,3.17,
230010,RR,Cir,13h50m34.6s,-66o57'51",E,12.0,,
230018,RZ,Cir,13h56m57.5s,-64o58'20",E/SD,14.1,3.6933,
230022,SV,Cir,14h1m42.4s,-67o41'38",E/SD,13.0,,
230030,TW,Cir,14h8m28.8s,-70o9'40",E/SD,13.0,1.11015,
230037,UX,Cir,14h15m59.3s,-67o39'9",E,12.2,,
230043,VY,Cir,14h24m23.2s,-69o57'57",E/SD,11.7,,
230050,XY,Cir,14h31m3.9s,-66o38'54",E,12.1,,
230067,AN,Cir,14h4m21.9s,-65o38'5",EA/S,13.8,4.6415,
230070,AQ,Cir,14h37m19.8s,-64o45'24",E/KE,11.0,0.57284,OB
230073,AT,Cir,14h3m38.2s,-66o44'7",EA/D,8.4,3.257494,A5IV/V
230074,AU,Cir,14h43m45.3s,-66o42'13",EA/S,10.7,2.0660680,
230076,AW,Cir,14h50m11.0s,-64o32'42",EA/S,12.,,
230080,BB,Cir,14h42m57.5s,-58o18'23",EA/S,9.4,3.0872,A2IV
230082,BD,Cir,14h51m5.4s,-55o54'59",EA/K,9.4,0.86956,
230084,BF,Cir,15h2m32.0s,-64o57'41",EB/D,8.8,6.458997,B5V
230085,BG,Cir,15h4m21.5s,-66o5'3",EB/D,9.6,1.911485,ea
230091,BN,Cir,15h17m50.4s,-59o43'41",E,9.2,6.7125,B9III/IV
230106,CE,Cir,14h4m20.9s,-65o24'57",E,7.94,,
230112,CL,Cir,14h44m4.1s,-56o21'32",EA,8.57,,
230114,CN,Cir,14h47m49.0s,-60o25'26",EB,8.92,,
230132,DI,Cir,14h1m49.5s,-64o49'16",EA,11.30,1.44876,
230133,DK,Cir,14h47m12.7s,-57o40'38",EA,7.68,18.569,A1IV
230134,DL,Cir,14h48m8.1s,-60o34'8",EA,12.30,2.43419,
230135,DM,Cir,15h24m8.5s,-56o50'14",EW,9.99,0.386773,F7/G0
250015,RW,Com,12h33m0.3s,26o42'58",EW/K,11.00,0.2373459,G2+G2
250018,RZ,Com,12h35m5.1s,23o20'14",EW/K,10.42,0.33850604,K0+G9
250019,SS,Com,12h49m39.1s,18o42'11",EW/K,11.3,0.4127919,F5
250037,UX,Com,13h1m33.0s,28o37'54",EA/A,9.96,3.642583,G2III
250043,VY,Com,11h59m3.8s,17o0'22",EB/K,13.9,1.00872,
250070,AQ,Com,12h42m42.6s,21o52'17",EW/K,15.2,0.28208,
250090,BM,Com,13h28m22.2s,15o50'7",EB/K,13.5,1.26452,
250104,CC,Com,12h12m6.0s,22o31'58",EW/K,11.30,0.22068628,
250110,CI,Com,12h14m11.2s,14o1'49",EW,13.5,,
250113,CM,Com,12h19m25.2s,21o20'58",E,13.0,3.596785,
250114,CN,Com,12h19m47.0s,16o30'50",EB,13.3,0.73544,
250127,DD,Com,12h28m46.2s,21o43'33",EW/K,14.3,0.2692061,
250130,DG,Com,12h30m10.0s,21o0'16",EB/S,14.3,0.986615,
250154,EK,Com,12h51m21.4s,27o13'46",EW,12.7,,
250160,EQ,Com,12h59m2.8s,18o2'44",EB,14.4,0.361867,
250244,KK,Com,12h32m31.1s,21o6'3",EB,9.54,,
250251,KR,Com,13h20m15.8s,17o45'57",EB,7.26,,
250260,LL,Com,13h17m59.9s,30o8'1",EB,12.3,,
250263,LO,Com,12h32m4.9s,26o22'47",EW,12.38,,
250264,LP,Com,12h33m5.5s,27o8'3",EW,12.76,,
250265,LQ,Com,12h37m30.3s,26o4'51",EW,12.8,,
250266,LR,Com,12h45m6.9s,21o39'33",EA,10.8,,
250268,LT,Com,12h52m41.8s,26o16'37",EB,10.53,,
250275,MM,Com,13h0m11.7s,30o23'10",EW,12.25,0.3019899,
